,officer_age_1,officer_age_10,officer_age_11,officer_age_2,officer_age_3,officer_age_4,officer_age_5,officer_age_6,officer_age_7,officer_age_8,officer_age_9,officer_caused_injury_2,officer_caused_injury_3,officer_gender_1,officer_gender_10,officer_gender_11,officer_gender_2,officer_gender_3,officer_gender_4,officer_gender_5,officer_gender_6,officer_gender_7,officer_gender_8,officer_gender_9,officer_on_duty,officer_race_1,officer_race_10,officer_race_11,officer_race_2,officer_race_3,officer_race_4,officer_race_5,officer_race_6,officer_race_7,officer_race_8,officer_race_9
503,53.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
504,33.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
505,38.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
506,31.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
507,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
508,28.0,38.0,,28.0,31.0,26.0,30.0,30.0,32.0,32.0,27.0,,,MALE,MALE,,MALE,MALE,MALE,MALE,MALE,MALE,MALE,MALE,True,WHITE,WHITE,,BLACK,HISPANIC,HISPANIC,BLACK,WHITE,BLACK,WHITE,HISPANIC
509,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
510,39.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
511,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
512,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
513,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
514,48.0,,,43.0,39.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
515,40.0,,,30.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,WHITE,,,,,,,
516,33.0,,,25.0,,,,,,,,EMERGENCY CALL OR REQUEST FOR ASSISTANCE,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
517,48.0,,,27.0,26.0,37.0,32.0,,,,,,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,WHITE,,,BLACK,HISPANIC,WHITE,WHITE,,,,
518,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
519,36.0,,,35.0,31.0,27.0,28.0,28.0,30.0,31.0,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,MALE,,True,WHITE,,,WHITE,WHITE,WHITE,WHITE,WHITE,WHITE,WHITE,
520,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
521,34.0,,,,,,,,,,,EXECUTION OF A WARRANT,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
522,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
523,38.0,,,37.0,,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,,,,,,,
524,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
525,27.0,,,25.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
526,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,OTHER,,,,,,,,,,
527,33.0,,,33.0,54.0,28.0,26.0,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,WHITE,,,WHITE,BLACK,WHITE,WHITE,,,,
528,52.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
529,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
530,30.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
531,37.0,,,31.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,HISPANIC,,,,,,,
532,29.0,,,30.0,34.0,35.0,,,,,,TRAFFIC STOP,,MALE,,,FEMALE,MALE,MALE,,,,,,True,HISPANIC,,,HISPANIC,WHITE,WHITE,,,,,
533,29.0,,,30.0,34.0,35.0,,,,,,TRAFFIC STOP,,MALE,,,FEMALE,MALE,MALE,,,,,,True,HISPANIC,,,HISPANIC,WHITE,WHITE,,,,,
534,50.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
535,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
536,39.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
537,43.0,,,32.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
538,44.0,,,25.0,41.0,29.0,25.0,,,,,,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,WHITE,,,WHITE,WHITE,WHITE,WHITE,,,,
539,43.0,,,47.0,33.0,41.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,WHITE,,,,,
540,29.0,,,32.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
541,41.0,,,25.0,28.0,42.0,29.0,26.0,22.0,41.0,29.0,,,MALE,,,FEMALE,MALE,FEMALE,MALE,MALE,MALE,MALE,MALE,True,HISPANIC,,,HISPANIC,HISPANIC,HISPANIC,WHITE,HISPANIC,HISPANIC,HISPANIC,HISPANIC
542,43.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
543,31.0,,,30.0,37.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
544,40.0,,,35.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
545,44.0,,,30.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
546,44.0,,,39.0,31.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,,,,,,
547,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
548,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
549,24.0,,,35.0,42.0,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
550,43.0,,,34.0,,,,,,,,,,MALE,,,MALE,,,,,,,,False,WHITE,,,WHITE,,,,,,,
551,47.0,,,29.0,47.0,33.0,33.0,,,,,,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,WHITE,,,WHITE,OTHER,OTHER,WHITE,,,,
552,32.0,,,56.0,68.0,59.0,58.0,56.0,,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,,,,True,WHITE,,,WHITE,WHITE,WHITE,WHITE,WHITE,,,
553,37.0,,,,,,,,,,,OTHER,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
554,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
555,33.0,,,55.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,WHITE,,,,,,,
556,29.0,,,28.0,27.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,HISPANIC,BLACK,,,,,,
557,36.0,,,56.0,58.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,,,,,,
558,25.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
559,42.0,,,37.0,,,,,,,,,,MALE,,,FEMALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
560,37.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
561,48.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
562,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
563,23.0,,,22.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,WHITE,,,,,,,
564,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
565,45.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
566,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
567,26.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
568,43.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
569,36.0,,,27.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,HISPANIC,,,,,,,
570,59.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
571,41.0,,,,,,,,,,,EXECUTION OF A WARRANT,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
572,27.0,,,51.0,49.0,37.0,27.0,,,,,,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,HISPANIC,HISPANIC,,,,
573,26.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
574,22.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
575,39.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
576,28.0,,,29.0,,,,,,,,,,MALE,,,FEMALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
577,46.0,,,,,,,,,,,EXECUTION OF A WARRANT,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
578,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
579,42.0,,,,,,,,,,,"AGGRAVATED ASSAULT, BARRICADED SUBJECT",,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
580,37.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
581,46.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
582,26.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
583,28.0,,,,,,,,,,,TRAFFIC STOP,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
584,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
585,31.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
586,40.0,,,40.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
587,39.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,OTHER,,,,,,,,,,
588,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
589,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
590,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
591,27.0,,,41.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,HISPANIC,,,,,,,
592,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
593,26.0,,,28.0,28.0,41.0,28.0,,,,,,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,WHITE,,,WHITE,WHITE,HISPANIC,HISPANIC,,,,
594,26.0,,,22.0,,,,,,,,TRAFFIC STOP,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
595,31.0,,,25.0,35.0,29.0,22.0,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,WHITE,,,WHITE,WHITE,WHITE,WHITE,,,,
596,33.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
597,30.0,,,35.0,45.0,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,,,,,,
598,37.0,,,48.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
599,34.0,,,35.0,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
600,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
601,50.0,,,30.0,33.0,36.0,33.0,40.0,37.0,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,,,True,HISPANIC,,,HISPANIC,HISPANIC,HISPANIC,HISPANIC,HISPANIC,BLACK,,
602,50.0,,,30.0,33.0,36.0,33.0,40.0,37.0,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,,,True,HISPANIC,,,HISPANIC,HISPANIC,HISPANIC,HISPANIC,BLACK,HISPANIC,,
603,25.0,,,28.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,BLACK,,,,,,,
604,33.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
605,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
606,33.0,,,38.0,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
607,22.0,,,30.0,40.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,,,,,,
608,32.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
609,26.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
610,26.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
611,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
612,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
613,49.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
614,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
615,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
616,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
617,27.0,,,26.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
618,31.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
619,31.0,,,32.0,25.0,31.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,BLACK,,,WHITE,WHITE,WHITE,,,,,
620,26.0,,,30.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
621,32.0,,,,,,,,,,,,"SUSPECT EVADED IN A MOTOR VEHICLE, FLED ON FOOT WITH A WEAPON, AND FIRED A WEAPON AT THE DEPUTY.",MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
622,28.0,,,25.0,,,,,,,,,,MALE,,,FEMALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
623,38.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
624,22.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
625,55.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
626,29.0,,,29.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,BLACK,,,HISPANIC,,,,,,,
627,23.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
628,23.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
629,49.0,,,39.0,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,VIOLATION OF PROTECTIVE ORDER AND SEXUAL ASSAULT,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
630,49.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,VIOLATION OF PROTECTIVE ORDER AND SEXUAL ASSAULT,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
631,35.0,,,38.0,36.0,33.0,,,,,,,ON-SITE OBSERVATION OF CRIME OF VIOLENCE.,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,BLACK,,,,,
632,49.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
633,54.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
634,26.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
635,29.0,,,,,,,,,,,"AGGRAVATED ROBBERY WITH A WEAPON, GUN",,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
636,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
637,44.0,47.0,,46.0,35.0,52.0,36.0,24.0,31.0,38.0,29.0,,,MALE,MALE,,MALE,MALE,MALE,MALE,MALE,MALE,MALE,MALE,True,WHITE,HISPANIC,,WHITE,WHITE,WHITE,WHITE,WHITE,WHITE,HISPANIC,WHITE
638,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
639,38.0,,,30.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,BLACK,,,WHITE,,,,,,,
640,24.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
641,49.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
642,46.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
643,43.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
644,33.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
645,39.0,,,21.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
646,33.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
647,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
648,49.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
649,39.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
650,39.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
651,31.0,,,50.0,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
652,32.0,,,28.0,,,,,,,,,,MALE,,,FEMALE,,,,,,,,True,BLACK,,,WHITE,,,,,,,
653,47.0,,,29.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
654,33.0,,,31.0,,,,,,,,,,MALE,,,FEMALE,,,,,,,,True,WHITE,,,BLACK,,,,,,,
655,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
656,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
657,36.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
658,30.0,,,23.0,28.0,37.0,55.0,36.0,37.0,55.0,36.0,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,MALE,MALE,True,WHITE,,,WHITE,BLACK,BLACK,WHITE,WHITE,BLACK,WHITE,WHITE
659,33.0,,,,,,,,,,,REQUEST FOR ASSISTANCE,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
660,26.0,,,37.0,55.0,36.0,,,,,,"WELFARE CHECK ON A POSSIBLE SUICIDAL PERSON CALLED IN BY THIRD PARTY. BECAME BARRICADED SUBJECT AFTER SHOT WAS FIRED AND SHE RAN INTO THE HOME, WITHIN MINUTES OF OFFICER ARRIVAL.",,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,BLACK,WHITE,WHITE,,,,,
661,47.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
662,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
663,44.0,,,28.0,29.0,,,,,,,OTHER,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
664,44.0,,,,,,,,,,,TRAFFIC STOP,,FEMALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
665,39.0,,,42.0,41.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
666,33.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
667,24.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
668,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
669,25.0,,,42.0,27.0,,,,,,,,,MALE,,,MALE,FEMALE,,,,,,,True,HISPANIC,,,WHITE,WHITE,,,,,,
670,36.0,,,25.0,45.0,26.0,29.0,,,,,,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,OTHER,,,HISPANIC,WHITE,WHITE,WHITE,,,,
671,35.0,,,39.0,38.0,,,,,,,TRAFFIC STOP,EXECUTION OF A WARRANT,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
672,58.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
673,43.0,,,43.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
674,46.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,OTHER,,,,,,,,,,
675,40.0,,,28.0,47.0,,,,,,,TRAFFIC STOP,,FEMALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,HISPANIC,WHITE,,,,,,
676,30.0,,,40.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,WHITE,,,,,,,
677,36.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
678,35.0,,,37.0,44.0,29.0,,,,,,,,MALE,,,FEMALE,MALE,MALE,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,HISPANIC,,,,,
679,53.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
680,44.0,,,29.0,35.0,49.0,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,FEMALE,MALE,MALE,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,HISPANIC,,,,,
681,41.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
682,47.0,,,44.0,34.0,,,,,,,BARRICADED SUSPECTS WITH A GUN,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
683,27.0,,,24.0,31.0,,,,,,,,,MALE,,,FEMALE,MALE,,,,,,,True,WHITE,,,HISPANIC,HISPANIC,,,,,,
684,36.0,,,25.0,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,MALE,,,,,,,,True,BLACK,,,WHITE,,,,,,,
685,40.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
686,63.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
687,30.0,,,48.0,43.0,30.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,BLACK,,,BLACK,OTHER,BLACK,,,,,
688,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
689,34.0,,,,,,,,,,,HOSTAGE/BARRICADE/OTHER EMERG SITUATION,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
690,29.0,,,34.0,36.0,29.0,46.0,38.0,45.0,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,,,True,WHITE,,,WHITE,WHITE,WHITE,WHITE,WHITE,WHITE,,
691,33.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
692,51.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
693,25.0,,,41.0,29.0,28.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,HISPANIC,BLACK,,,,,
694,34.0,,,27.0,35.0,46.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,HISPANIC,WHITE,,,,,
695,39.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
696,37.0,,,46.0,41.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,BLACK,,,WHITE,HISPANIC,,,,,,
697,27.0,,,26.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
698,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,OTHER,,,,,,,,,,
699,38.0,,,37.0,31.0,24.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,HISPANIC,,,HISPANIC,WHITE,WHITE,,,,,
700,34.0,,,22.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
701,37.0,,,26.0,,,,,,,,,,FEMALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
702,34.0,,,33.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,BLACK,,,,,,,
703,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
704,26.0,,,29.0,29.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,HISPANIC,HISPANIC,,,,,,
705,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
706,30.0,,,31.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
707,51.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,BLACK,,,,,,,,,,
708,31.0,,,,,,,,,,,OTHER,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
709,33.0,,,37.0,43.0,31.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,HISPANIC,,,HISPANIC,WHITE,HISPANIC,,,,,
