,officer_age_1,officer_age_10,officer_age_11,officer_age_2,officer_age_3,officer_age_4,officer_age_5,officer_age_6,officer_age_7,officer_age_8,officer_age_9,officer_caused_injury_2,officer_caused_injury_3,officer_gender_1,officer_gender_10,officer_gender_11,officer_gender_2,officer_gender_3,officer_gender_4,officer_gender_5,officer_gender_6,officer_gender_7,officer_gender_8,officer_gender_9,officer_on_duty,officer_race_1,officer_race_10,officer_race_11,officer_race_2,officer_race_3,officer_race_4,officer_race_5,officer_race_6,officer_race_7,officer_race_8,officer_race_9
274,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
275,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
276,26.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
277,25.0,,,39.0,33.0,33.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,BLACK,,,,,
278,36.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,HISPANIC,,,,,,,,,,
279,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
280,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
281,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
282,34.0,,,31.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,HISPANIC,,,,,,,
283,43.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
284,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
285,41.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
286,44.0,,,,,,,,,,,,VEHICLE PURSUIT WITH STOLEN VEHICLE,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
287,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
288,26.0,,,27.0,30.0,26.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,HISPANIC,,,WHITE,BLACK,BLACK,,,,,
289,45.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
290,30.0,,,29.0,30.0,32.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,BLACK,,,WHITE,WHITE,WHITE,,,,,
291,31.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
292,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
293,31.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
294,36.0,,,26.0,38.0,50.0,36.0,27.0,,,,,VEHICLE PURSUIT OF ARMED ROBBERY SUSPECT WHICH RESULTED IN TRAFFIC CRASH AND BARRICADED SUSPECT INSIDE HIS VEHICLE,MALE,,,MALE,MALE,MALE,FEMALE,MALE,,,,True,WHITE,,,WHITE,WHITE,WHITE,HISPANIC,WHITE,,,
295,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
296,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
297,23.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
298,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
299,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
300,41.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
301,40.0,,,27.0,24.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
302,31.0,,,49.0,57.0,35.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,HISPANIC,,,,,
303,57.0,,,49.0,31.0,35.0,29.0,49.0,,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,,,,True,WHITE,,,WHITE,WHITE,HISPANIC,WHITE,WHITE,,,
304,49.0,,,57.0,31.0,35.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,BLACK,,,,,
305,30.0,,,27.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
306,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
307,23.0,,,32.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
308,37.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
309,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
310,56.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
311,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
312,37.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
313,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
314,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
315,50.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
316,46.0,,,31.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
317,36.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
318,52.0,,,35.0,47.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,HISPANIC,,,,,,
319,34.0,,,,,,,,,,,,"WELFARE CONCERN, THREAT OF SUICIDE AND EVEN EXPRESSED DESIRE OF SUICIDE BY COP. INVESTIGATE BY TEXAS RANGERS",MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
320,29.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
321,36.0,,,34.0,,,,,,,,,,MALE,,,MALE,,,,,,,,False,WHITE,,,WHITE,,,,,,,
322,35.0,,,36.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,BLACK,,,BLACK,,,,,,,
323,48.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
324,50.0,,,53.0,,,,,,,,TRAFFIC STOP,LOCATED MURDER SUSPECT SHOOTING AT OFFICERS,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
325,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,HISPANIC,,,,,,,,,,
326,36.0,,,38.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
327,33.0,,,52.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,HISPANIC,,,,,,,
328,33.0,,,49.0,49.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,WHITE,HISPANIC,,,,,,
329,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
330,38.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
331,24.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
332,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
333,33.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
334,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
335,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
336,45.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
337,30.0,,,,,,,,,,,"HOSTAGE, BARRICADE, OR OTHER EMERGENCY SITUATION",,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
338,28.0,,,30.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
339,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
340,41.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
341,44.0,,,33.0,35.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
342,31.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
343,24.0,,,24.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
344,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
345,30.0,,,39.0,24.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,WHITE,HISPANIC,,,,,,
346,46.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
347,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
348,53.0,,,27.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
349,30.0,,,24.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
350,23.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
351,47.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
352,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
353,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
354,25.0,,,25.0,29.0,29.0,34.0,49.0,29.0,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,,,True,WHITE,,,HISPANIC,WHITE,WHITE,HISPANIC,WHITE,HISPANIC,,
355,25.0,,,25.0,29.0,29.0,29.0,34.0,49.0,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,,,True,WHITE,,,HISPANIC,WHITE,HISPANIC,HISPANIC,HISPANIC,WHITE,,
356,25.0,,,25.0,29.0,29.0,29.0,49.0,34.0,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,,,True,WHITE,,,HISPANIC,WHITE,HISPANIC,HISPANIC,WHITE,HISPANIC,,
357,31.0,,,39.0,46.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,HISPANIC,WHITE,,,,,,
358,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
359,33.0,,,33.0,32.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
360,46.0,,,46.0,37.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,HISPANIC,,,,,,
361,50.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
362,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
363,50.0,,,45.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
364,39.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
365,26.0,,,,,,,,,,,TRAFFIC STOP,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
366,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
367,30.0,,,27.0,30.0,,,,,,,TRAFFIC STOP,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,HISPANIC,WHITE,,,,,,
368,28.0,,,,,,,,,,,TRAFFIC STOP,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
369,37.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
370,24.0,,,23.0,35.0,34.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,HISPANIC,WHITE,HISPANIC,,,,,
371,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
372,51.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
373,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
374,26.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
375,32.0,,,39.0,34.0,27.0,44.0,,,,,,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,WHITE,,,WHITE,WHITE,WHITE,WHITE,,,,
376,56.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
377,43.0,,,28.0,,,,,,,,,,MALE,,,FEMALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
378,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
379,29.0,,,23.0,56.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,BLACK,,,WHITE,WHITE,,,,,,
380,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
381,41.0,,,45.0,,,,,,,,"HOSTAGE, BARRICADE, OR OTHER EMERGENCY SITUATION",,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
382,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
383,38.0,,,31.0,,,,,,,,TRAFFIC STOP,OTHER,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
384,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
385,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
386,23.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
387,38.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
388,38.0,,,40.0,,,,,,,,"HOSTAGE, BARRICADE, OR OTHER EMERGENCY SITUATION",,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
389,48.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
390,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
391,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
392,58.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
393,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
394,45.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
395,51.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
396,29.0,,,27.0,39.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
397,41.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
398,49.0,,,35.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
399,27.0,,,38.0,30.0,25.0,25.0,,,,,,,MALE,,,FEMALE,MALE,MALE,MALE,,,,,True,WHITE,,,WHITE,HISPANIC,WHITE,HISPANIC,,,,
400,38.0,,,54.0,32.0,23.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,HISPANIC,,,,,
401,32.0,,,38.0,23.0,54.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,HISPANIC,,,,,
402,46.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
403,24.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
404,38.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
405,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
406,43.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
407,45.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
408,43.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
409,40.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
410,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
411,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
412,47.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
413,40.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
414,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
415,29.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
416,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
417,49.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
418,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
419,50.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
420,31.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
421,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
422,37.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
423,25.0,,,47.0,,,,,,,,,,FEMALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
424,50.0,,,52.0,34.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
425,26.0,,,27.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,BLACK,,,HISPANIC,,,,,,,
426,40.0,,,,,,,,,,,,,FEMALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
427,53.0,,,41.0,53.0,41.0,30.0,,,,,,,MALE,,,MALE,MALE,MALE,FEMALE,,,,,True,WHITE,,,WHITE,WHITE,WHITE,BLACK,,,,
428,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
429,40.0,,,40.0,31.0,32.0,40.0,33.0,29.0,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,MALE,,,True,HISPANIC,,,WHITE,WHITE,BLACK,WHITE,WHITE,WHITE,,
430,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
431,27.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
432,43.0,,,45.0,43.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,WHITE,,,WHITE,WHITE,,,,,,
433,43.0,,,37.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
434,23.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
435,34.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
436,44.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
437,29.0,,,42.0,45.0,38.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,WHITE,,,,,
438,45.0,,,42.0,38.0,29.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,WHITE,,,,,
439,29.0,,,39.0,29.0,27.0,33.0,,,,,,,MALE,,,MALE,MALE,MALE,MALE,,,,,True,BLACK,,,WHITE,WHITE,WHITE,WHITE,,,,
440,32.0,,,24.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,HISPANIC,,,,,,,
441,26.0,,,39.0,24.0,,,,,,,,,MALE,,,MALE,FEMALE,,,,,,,True,HISPANIC,,,HISPANIC,WHITE,,,,,,
442,30.0,,,24.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
443,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
444,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
445,28.0,,,,,,,,,,,TRAFFIC STOP,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
446,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
447,53.0,,,,,,,,,,,OTHER - SPECIFY TYPE OF CALL,,MALE,,,,,,,,,,,,WHITE,,,,,,,,,,
448,36.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
449,44.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
450,31.0,,,38.0,37.0,,,,,,,,,MALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,,,,,,
451,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
452,40.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
453,47.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
454,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
455,36.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
456,27.0,,,28.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
457,31.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
458,43.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
459,62.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,BLACK,,,,,,,,,,
460,30.0,,,30.0,27.0,25.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,BLACK,,,WHITE,WHITE,WHITE,,,,,
461,44.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
462,49.0,40.0,35.0,50.0,45.0,26.0,31.0,33.0,32.0,45.0,43.0,,,MALE,MALE,MALE,MALE,MALE,MALE,MALE,MALE,MALE,MALE,MALE,True,WHITE,WHITE,BLACK,BLACK,WHITE,WHITE,WHITE,WHITE,WHITE,WHITE,WHITE
463,42.0,,,30.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,HISPANIC,,,,,,,
464,47.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
465,35.0,,,35.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
466,40.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
467,42.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
468,48.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
469,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
470,32.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
471,58.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
472,43.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
473,37.0,,,36.0,32.0,,,,,,,EMERENCY CALL OR REQUEST FOR ASSISTANCE,,MALE,,,MALE,MALE,,,,,,,True,HISPANIC,,,HISPANIC,HISPANIC,,,,,,
474,37.0,,,36.0,31.0,31.0,35.0,30.0,,,,,,MALE,,,MALE,MALE,MALE,MALE,MALE,,,,True,WHITE,,,WHITE,WHITE,WHITE,WHITE,WHITE,,,
475,37.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
476,23.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
477,41.0,,,44.0,,,,,,,,TRAFFIC STOP,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
478,44.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
479,24.0,,,22.0,43.0,30.0,28.0,23.0,,,,"HOSTAGE, BARRICADE OR OTHER EMERGENCY SITUATION",OTHER - SPECIFY TYPE OF CALL,FEMALE,,,MALE,MALE,MALE,MALE,MALE,,,,True,WHITE,,,WHITE,WHITE,WHITE,WHITE,WHITE,,,
480,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
481,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,HISPANIC,,,,,,,,,,
482,35.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,HISPANIC,,,,,,,,,,
483,40.0,,,27.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
484,31.0,,,23.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,HISPANIC,,,WHITE,,,,,,,
485,25.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
486,39.0,,,29.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
487,30.0,,,28.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
488,52.0,,,,,,,,,,,TRAFFIC STOP,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
489,26.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
490,30.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,BLACK,,,,,,,,,,
491,37.0,,,42.0,37.0,42.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,WHITE,,,,,
492,33.0,,,30.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
493,45.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
494,33.0,,,,,,,,,,,,,MALE,,,,,,,,,,,False,WHITE,,,,,,,,,,
495,52.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
496,32.0,,,28.0,,,,,,,,,,MALE,,,MALE,,,,,,,,True,WHITE,,,WHITE,,,,,,,
497,32.0,,,24.0,37.0,37.0,,,,,,,,MALE,,,MALE,MALE,MALE,,,,,,True,WHITE,,,WHITE,WHITE,WHITE,,,,,
498,56.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
499,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
500,28.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,HISPANIC,,,,,,,,,,
501,29.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
502,53.0,,,,,,,,,,,,,MALE,,,,,,,,,,,True,WHITE,,,,,,,,,,
